basin_id,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens
FR002640,3814.788,1840.139,262.419,24.048,2.791,79.104,0.636,0.143
FR002641,2878.355,1412.422,318.622,24.18,1.975,81.182,0.497,0.155
FR002642,3814.788,1817.818,260.273,23.916,3.228,78.524,0.642,0.144
FR002643,3814.788,1817.818,260.273,23.916,3.228,78.524,0.642,0.144
FR002644,3814.788,1818.86,260.273,23.923,3.209,78.551,0.642,0.144
FR002645,3814.788,1783.691,243.983,23.589,4.001,77.28,0.65,0.144
FR002646,2797.802,1393.155,240.929,22.346,0.661,73.225,0.549,0.131
FR002647,3079.863,2303.317,1389.829,25.553,1.044,80.201,0.584,0.078
FR002648,3079.863,2153.496,1249.118,24.846,1.131,82.195,0.771,0.097
FR002649,3407.802,2231.62,1283.715,32.81,0.593,91.12,0.681,0.11
FR002650,2309.831,1750.001,1328.021,25.332,0.0,93.299,0.78,0.0
FR002651,3119.022,2635.274,2028.88,26.198,0.754,88.859,0.579,0.0
FR002652,3407.802,2121.906,1160.764,28.014,1.362,86.214,0.623,0.115
FR002653,3407.802,2099.992,1119.165,27.759,1.7,85.68,0.63,0.126
FR002654,3407.802,2014.483,1054.374,26.316,2.826,81.247,0.764,0.131
FR002655,2160.505,1622.459,1345.992,18.652,2.137,59.971,0.521,0.0
FR002656,2733.948,1730.52,1073.658,18.622,6.671,59.168,0.567,0.158
FR002657,3407.802,1923.72,1026.439,24.09,4.118,73.873,0.66,0.137
FR002658,3052.5,2104.489,1224.008,31.653,0.331,93.262,0.638,0.063
FR002659,2728.062,1683.112,912.372,19.717,1.999,60.97,0.829,0.112
FR002660,2682.9,1771.75,1255.813,19.549,2.327,58.438,0.728,0.05
FR002661,2682.9,1771.75,1255.813,19.549,2.327,58.438,0.728,0.05
FR002662,2728.062,1687.336,1022.737,19.471,2.141,59.899,0.628,0.104
FR002663,2590.269,1695.43,1246.49,16.906,2.96,51.671,0.543,0.023
FR002664,2728.062,1707.091,1037.893,18.818,2.071,59.283,0.674,0.096
FR002665,2774.62,1686.086,867.811,20.626,1.858,63.421,0.699,0.11
FR002666,3526.161,1943.666,783.042,34.432,0.582,93.774,0.58,0.164
FR002667,2836.861,1758.977,937.716,30.721,1.174,89.921,0.723,0.087
FR002668,3940.321,2407.763,1074.617,27.744,0.902,82.897,0.601,0.122
FR002669,4035.478,2292.93,709.973,30.501,1.262,87.622,0.658,0.133
FR002670,4035.478,2198.229,701.676,29.759,2.406,85.888,0.634,0.14
FR002671,3428.985,1941.152,710.672,27.076,1.471,85.686,0.605,0.15
FR002672,3428.985,1941.152,710.672,27.076,1.471,85.686,0.605,0.15
FR002673,4035.478,1982.228,272.372,28.413,3.095,82.907,0.583,0.146
FR002674,2325.554,1435.959,1067.525,20.106,2.308,67.235,0.569,0.0
FR002675,2325.554,1445.177,1111.991,19.761,2.446,65.742,0.596,0.0
FR002676,1865.923,1435.354,988.736,24.344,0.607,80.064,0.701,0.0
FR002677,1946.143,1236.812,285.041,19.889,2.44,65.304,0.52,0.161
FR002678,2066.734,1082.365,278.615,22.425,0.665,75.584,0.65,0.058
FR002679,4035.478,1591.596,172.118,22.867,6.662,71.525,0.602,0.15
FR002680,1999.457,1195.295,976.56,12.948,16.908,33.434,0.579,0.0
FR002681,2030.146,1299.124,986.72,16.886,2.282,51.921,0.53,0.0
FR002682,2068.002,1435.82,694.485,11.961,7.164,28.769,0.467,0.091
FR002683,2311.845,1237.684,201.097,13.682,10.576,35.124,0.701,0.188
FR002684,577.354,344.17,203.245,7.633,12.931,3.705,0.589,0.08
FR002685,631.775,375.221,140.409,6.602,24.283,3.686,0.48,0.185
FR002686,2726.878,2306.273,1611.156,20.871,0.715,73.894,0.577,0.0
FR002687,3063.765,2206.609,1356.199,22.966,1.444,74.376,0.538,0.129
FR002688,3063.765,2214.63,1361.452,22.983,1.45,74.348,0.529,0.128
FR002689,3189.812,2309.435,1512.196,25.871,0.642,84.146,0.608,0.097
FR002690,3613.334,2321.516,1497.113,26.337,0.689,84.255,0.595,0.077
FR002691,3613.334,2196.53,1355.329,24.507,1.506,81.828,0.554,0.108
FR002692,3017.811,2440.448,1706.429,25.659,0.261,82.468,0.765,0.0
FR002693,3017.811,2432.97,1671.688,25.577,0.258,82.138,0.767,0.0
FR002694,3613.334,2499.298,1664.934,29.837,0.173,87.28,0.634,0.0
FR002695,3296.623,2352.041,1547.612,22.154,0.98,74.023,0.661,0.129
FR002696,4041.466,2172.579,958.239,25.665,1.284,81.021,0.714,0.147
FR002697,4041.466,2151.751,896.642,25.679,1.475,81.313,0.635,0.142
FR002698,2803.895,2420.709,2061.644,20.416,1.715,66.469,0.581,0.0
FR002699,3121.315,2143.5,935.626,28.364,0.189,87.508,0.58,0.124
FR002700,4041.466,2110.357,784.245,25.004,1.445,81.237,0.622,0.149
FR002701,2956.667,2304.294,1553.545,24.519,0.421,80.816,0.615,0.062
FR002702,2865.956,2245.304,1440.674,27.387,0.255,89.895,0.662,0.116
FR002703,2894.544,2458.285,2000.909,25.529,0.0,82.459,0.582,0.0
FR002704,3028.336,2429.454,1806.6,27.921,0.319,87.682,0.692,0.013
FR002705,2848.129,2452.273,2046.365,19.202,0.539,65.76,0.763,0.0
FR002706,2848.129,2250.741,1399.739,21.148,0.604,72.848,0.711,0.031
FR002707,3367.253,2211.56,1134.926,24.385,1.2,79.619,0.653,0.141
FR002708,3367.253,2082.436,794.082,24.612,1.278,81.47,0.559,0.141
FR002709,3367.253,2090.712,858.117,24.511,1.302,81.237,0.555,0.141
FR002710,2967.246,2076.58,1215.075,27.016,0.44,86.663,0.683,0.101
FR002711,2872.735,2124.512,1207.088,28.549,0.106,93.117,0.766,0.0
FR002712,4041.466,2025.373,752.793,24.193,1.963,79.058,0.661,0.146
FR002713,4041.466,1963.215,607.594,23.652,2.192,77.031,0.664,0.147
FR002714,4041.466,1857.812,535.699,22.496,3.085,72.458,0.615,0.149
FR002715,4041.466,1826.324,474.635,22.131,3.643,70.951,0.575,0.152
FR002716,2108.495,1276.204,659.314,21.813,0.947,76.25,0.656,0.102
FR002717,927.721,838.059,774.045,6.602,15.817,0.693,0.635,0.0
FR002718,2108.495,1146.681,520.194,20.272,2.436,68.709,0.604,0.13
FR002719,4041.466,1826.324,474.635,22.131,3.643,70.951,0.575,0.152
FR002720,2682.9,1390.183,811.917,21.524,5.849,72.075,0.794,0.14
FR002721,2649.64,1765.908,1000.017,27.684,0.514,88.426,0.597,0.0
FR002722,2682.9,1276.279,679.834,19.485,8.087,63.844,0.633,0.162
FR002723,2682.9,1241.679,668.661,19.184,7.379,63.178,0.721,0.167
FR002724,2682.9,1235.255,662.572,19.22,7.069,63.543,0.748,0.163
FR002725,2682.9,1234.487,659.932,19.237,7.051,63.607,0.739,0.163
FR002726,2682.9,1133.763,551.533,17.993,7.393,58.315,0.628,0.17
FR002727,2682.9,1189.082,591.515,18.562,7.616,60.618,0.695,0.167
FR002728,4041.466,1578.977,434.436,20.526,5.075,65.709,0.542,0.157
FR002729,2108.495,1152.987,488.576,18.31,1.386,62.38,0.533,0.169
FR002730,2714.109,1458.028,797.505,21.315,1.142,72.334,0.645,0.128
FR002731,4041.466,1492.496,346.419,20.013,5.442,63.938,0.59,0.158
FR002732,2276.505,985.804,336.523,16.692,5.979,54.03,0.514,0.157
FR002733,1687.906,736.876,348.219,10.026,11.916,21.002,0.584,0.181
FR002734,1687.906,746.906,367.041,9.996,12.182,20.906,0.606,0.177
FR002735,3007.287,2045.663,1241.988,23.272,0.752,81.453,0.686,0.116
FR002736,2612.703,2175.551,1679.57,23.068,0.115,80.812,0.727,0.0
FR002737,2390.775,1498.242,936.546,22.237,2.237,76.296,0.598,0.129
FR002738,3007.287,1716.461,883.834,22.478,1.794,77.097,0.584,0.146
FR002739,3007.287,1640.714,859.868,21.817,2.238,74.869,0.533,0.143
FR002740,1882.618,1065.342,782.286,14.289,2.904,42.604,0.558,0.14
FR002741,1909.616,1229.961,695.516,18.147,1.871,58.995,0.546,0.053
FR002742,1650.378,1229.691,1036.247,13.574,11.896,40.588,0.461,0.199
FR002743,1703.365,1181.621,917.954,13.049,13.666,37.346,0.481,0.208
FR002744,1703.365,1156.563,818.845,13.481,12.352,38.885,0.432,0.233
FR002745,1703.365,1200.639,1009.293,13.132,14.845,37.963,0.552,0.188
FR002746,1703.365,1084.579,761.117,12.002,14.114,31.704,0.518,0.234
FR002747,3007.287,1257.698,469.791,17.246,7.045,54.06,0.473,0.177
FR002748,3007.287,1068.471,271.572,14.227,15.338,41.441,0.485,0.175
FR002749,3007.287,1067.035,271.572,14.039,15.83,40.659,0.492,0.171
FR002750,4041.466,1308.566,243.378,17.707,8.829,54.752,0.64,0.164
FR002751,4041.466,1308.102,243.378,17.701,8.854,54.727,0.64,0.164
FR002752,4041.466,1269.374,185.207,17.23,9.621,52.729,0.611,0.164
FR002753,4041.466,1241.396,144.208,16.892,10.472,51.38,0.594,0.163
FR002754,4041.466,1241.396,144.208,16.892,10.472,51.38,0.594,0.163
FR002755,1427.35,702.429,286.416,8.641,15.061,14.335,0.56,0.135
FR002756,1427.35,708.111,304.519,8.327,15.673,12.686,0.549,0.133
FR002757,1427.35,556.497,108.151,8.076,19.355,12.63,0.737,0.144
FR002758,4041.466,1157.991,38.612,15.919,12.458,47.418,0.56,0.163
FR002759,4041.466,1157.963,38.192,15.918,12.46,47.417,0.559,0.163
FR002760,373.088,99.35,35.822,3.054,70.608,2.655,0.618,0.133
FR002761,2903.222,2444.443,1974.287,24.125,0.131,89.549,0.68,0.0
FR002762,2866.713,2160.156,1356.817,14.889,5.25,42.579,0.659,0.109
FR002763,2902.908,2215.268,1361.295,22.825,1.973,73.27,0.537,0.127
FR002764,66.989,49.122,31.181,0.966,95.983,0.0,0.595,0.0
FR002765,932.644,270.713,25.316,19.061,1.209,72.264,0.692,0.0
FR002766,932.644,281.374,25.316,19.445,1.049,74.295,0.684,0.002
FR002767,932.644,281.374,25.316,19.445,1.049,74.295,0.684,0.002
FR002768,1145.165,560.621,82.98,21.04,0.577,77.608,0.582,0.0
FR002769,2494.678,1796.346,1112.983,23.242,0.504,84.24,0.568,0.0
FR002770,2701.758,1498.93,648.477,22.355,0.52,83.293,0.634,0.128
FR002771,2716.653,1436.184,489.426,22.947,0.456,84.898,0.647,0.133
FR002772,2716.653,1436.184,489.426,22.947,0.456,84.898,0.647,0.133
FR002773,2716.653,1193.23,349.833,20.587,0.898,74.242,0.593,0.145
FR002774,2716.653,1182.208,334.972,20.556,0.897,74.223,0.592,0.147
FR002775,2716.653,1155.886,253.328,20.889,0.903,75.937,0.664,0.16
FR002776,2716.653,1137.306,225.606,20.837,0.956,75.895,0.649,0.161
FR002777,2716.653,1136.74,224.084,20.831,0.964,75.869,0.645,0.162
FR002778,2716.653,1110.097,213.068,20.835,0.972,75.873,0.63,0.158
FR002779,2716.653,1102.766,185.905,20.772,1.001,75.612,0.622,0.162
FR002780,1423.89,859.601,278.197,21.047,1.005,76.734,0.631,0.073
FR002781,2716.653,998.432,139.23,20.167,1.025,73.369,0.625,0.155
FR002782,1437.558,598.609,199.465,17.12,0.718,61.891,0.691,0.084
FR002783,2716.653,982.231,127.274,19.973,1.108,72.308,0.609,0.154
FR002784,2716.653,859.163,62.786,18.351,4.092,64.687,0.531,0.157
FR002785,2716.653,754.627,11.972,16.561,11.035,57.36,0.495,0.162
FR002786,2716.653,754.935,15.851,16.567,10.998,57.383,0.5,0.16
FR002787,775.751,212.27,33.066,6.106,41.734,9.594,0.567,0.264
FR002788,775.751,389.538,154.007,11.847,3.918,29.669,0.605,0.073
FR002789,775.751,211.962,33.063,6.098,41.823,9.577,0.563,0.266
FR002790,775.751,210.376,26.566,6.055,42.305,9.49,0.541,0.273
FR002791,2862.716,1684.858,445.145,21.386,2.076,71.977,0.553,0.17
FR002792,2862.716,1656.2,396.024,21.666,1.957,72.793,0.561,0.17
FR002793,2724.103,1490.14,440.411,23.898,0.841,79.785,0.604,0.133
FR002794,2458.052,1304.384,486.045,17.244,1.252,61.813,0.543,0.163
FR002795,2723.902,1257.555,315.603,25.602,0.207,91.383,0.541,0.184
FR002796,2723.902,1263.086,360.54,25.632,0.209,91.42,0.556,0.179
FR002797,2862.716,1393.379,204.492,20.387,2.736,68.368,0.613,0.172
FR002798,2862.716,1370.17,186.32,20.31,2.755,68.369,0.612,0.169
FR002799,1752.918,594.16,146.515,15.898,6.122,56.346,0.554,0.189
FR002800,2862.716,1393.316,202.391,20.387,2.736,68.366,0.613,0.172
FR002801,2862.716,1358.332,152.702,20.156,3.017,67.698,0.596,0.17
FR002802,2862.716,1358.332,152.702,20.156,3.017,67.698,0.596,0.17
FR002803,2862.716,1346.357,130.876,19.997,3.34,67.006,0.568,0.172
FR002804,2862.716,1341.039,124.003,19.932,3.403,66.686,0.563,0.173
FR002805,2862.716,1292.955,93.548,19.352,4.061,63.883,0.526,0.174
FR002806,2862.716,1341.26,124.595,19.935,3.391,66.697,0.565,0.172
FR002807,2862.716,1040.458,8.455,16.287,15.828,52.788,0.464,0.183
FR002808,2862.716,1047.9,25.961,16.396,15.318,53.176,0.501,0.178
FR002809,2862.716,1190.141,68.982,18.45,6.732,60.919,0.539,0.179
FR002810,2862.716,1146.242,56.846,17.878,8.792,58.661,0.529,0.176
FR002811,429.694,100.793,40.392,1.694,85.117,0.24,0.568,0.167
FR002812,321.73,213.949,145.357,5.115,27.09,0.265,0.608,0.0
FR002813,127.39,77.698,53.046,1.626,87.596,0.0,0.497,0.0
FR002814,17.169,7.885,0.264,0.288,100.0,0.0,0.385,0.0
FR002815,1838.534,767.145,250.161,17.581,5.508,58.193,0.576,0.159
FR002816,1838.534,980.115,409.28,20.77,0.993,74.706,0.629,0.124
FR002817,1838.534,718.88,240.393,16.313,6.146,51.617,0.578,0.176
FR002818,1838.534,703.909,217.854,16.254,6.066,51.295,0.58,0.185
FR002819,1838.534,676.97,160.672,15.013,4.826,45.707,0.657,0.192
FR002820,1838.534,642.6,99.951,14.624,5.2,43.805,0.612,0.19
FR002821,881.942,397.995,164.166,13.884,3.268,43.692,0.572,0.098
FR002822,881.942,391.278,147.8,13.739,3.685,42.887,0.55,0.127
FR002823,1838.534,450.401,19.019,12.361,11.442,33.525,0.628,0.188
FR002824,1838.534,445.395,4.86,12.222,12.471,33.135,0.59,0.197
FR002825,199.915,155.653,124.886,2.699,58.29,0.0,0.628,0.0
FR002826,700.225,269.681,87.729,10.733,13.685,25.526,0.654,0.102
FR002827,700.225,259.301,65.016,10.522,11.11,23.507,0.685,0.126
FR002828,700.225,255.149,40.381,10.576,10.895,23.714,0.677,0.139
FR002829,700.225,238.659,19.472,10.127,11.886,21.365,0.612,0.149
FR002830,700.225,259.417,65.016,10.52,11.11,23.489,0.685,0.125
FR002831,26.954,11.596,4.385,1.436,88.279,0.0,0.643,0.0
FR002832,276.887,90.249,18.496,5.861,31.993,4.52,0.636,0.058
FR002833,201.696,41.643,-0.669,2.752,67.921,1.158,0.735,0.101
FR002834,2789.79,1790.226,979.674,14.505,9.224,44.039,0.59,0.159
FR002835,2086.832,1764.307,1455.758,18.057,0.0,74.425,0.701,0.0
FR002836,2789.79,1592.567,479.361,17.355,5.177,55.069,0.608,0.155
FR002837,2789.79,1316.162,282.459,17.295,6.151,55.567,0.616,0.164
FR002838,2789.79,1054.343,200.158,15.636,6.203,47.296,0.579,0.157
FR002839,2789.79,1054.645,201.776,15.636,6.204,47.294,0.579,0.157
FR002840,583.727,280.765,159.289,4.987,35.439,1.79,0.706,0.142
FR002841,916.032,435.73,151.706,10.728,5.689,21.008,0.61,0.172
FR002842,916.032,432.481,143.432,10.667,5.921,20.771,0.651,0.18
FR002843,2789.79,764.706,103.022,12.661,11.502,33.43,0.553,0.166
FR002844,2789.79,764.419,102.112,12.657,11.522,33.415,0.551,0.166
FR002845,2789.79,766.041,104.309,12.68,11.425,33.502,0.554,0.166
FR002846,410.8,197.591,128.482,3.305,64.168,1.225,0.567,0.11
FR002847,851.404,441.404,136.204,6.216,16.963,3.996,0.468,0.18
FR002848,653.919,308.521,133.879,4.603,37.976,2.101,0.475,0.13
FR002849,1033.991,603.751,128.178,6.954,14.806,5.875,0.559,0.211
FR002850,1033.991,280.369,93.247,3.98,50.18,1.592,0.735,0.174
FR002851,551.825,232.997,88.576,4.679,38.421,1.219,0.501,0.142
FR002852,1211.1,477.401,94.319,10.58,16.251,26.359,0.641,0.205
FR002853,1211.1,465.627,109.927,11.297,15.484,30.623,0.468,0.218
FR002854,1211.1,680.867,209.566,17.265,1.654,58.048,0.521,0.19
FR002855,541.778,301.972,197.898,6.053,15.323,2.822,0.45,0.0
FR002856,229.152,146.244,86.614,4.389,31.053,0.0,0.628,0.0
FR002857,2789.79,570.233,67.906,9.556,24.694,21.995,0.614,0.175
FR002858,237.148,95.244,51.01,2.553,67.589,0.15,0.651,0.067
FR002859,1043.99,426.232,71.816,12.234,23.682,39.803,0.584,0.193
FR002860,1043.99,621.47,187.769,18.98,1.542,71.056,0.566,0.164
FR002861,611.36,388.717,245.675,13.524,1.733,39.016,0.593,0.0
FR002862,2789.79,502.103,20.946,8.812,29.386,19.794,0.534,0.178
FR002863,2789.79,461.591,15.0,8.69,29.213,19.193,0.562,0.179
FR002864,269.007,141.619,68.854,5.619,28.864,4.633,0.767,0.0
FR002865,924.213,605.915,294.047,13.292,4.108,38.347,0.746,0.108
FR002866,924.213,539.274,175.957,13.489,4.313,38.893,0.789,0.146
FR002867,924.213,469.021,120.38,12.64,5.334,34.164,0.656,0.165
FR002868,924.213,402.637,64.466,11.211,11.471,27.931,0.643,0.194
FR002869,624.504,274.781,94.867,7.852,15.975,10.055,0.71,0.1
FR002870,381.85,150.791,51.258,6.065,34.268,6.978,0.74,0.044
FR002871,924.213,293.847,23.389,8.719,23.372,17.904,0.573,0.181
FR002872,889.271,644.832,457.823,14.338,2.697,46.881,0.73,0.0
FR002873,1004.851,628.596,292.786,14.307,2.56,45.219,0.647,0.086
FR002874,2789.79,455.548,10.622,8.766,28.642,19.542,0.753,0.183
FR002875,2789.79,455.545,8.762,8.766,28.642,19.542,0.753,0.183
FR002876,2789.79,455.169,7.097,8.759,28.701,19.526,0.552,0.185
FR002877,2789.79,456.337,11.057,8.781,28.51,19.579,0.752,0.184
FR002878,201.655,96.084,16.221,5.618,33.126,2.893,0.662,0.0
FR002879,2789.79,453.041,5.097,8.719,29.034,19.43,0.554,0.184
FR002880,2789.79,455.238,8.215,8.76,28.69,19.529,0.552,0.184
FR002881,2789.79,455.267,8.632,8.761,28.686,19.53,0.552,0.184
FR002882,1559.672,730.913,247.901,22.675,0.991,81.108,0.579,0.12
FR002883,1559.672,701.55,206.123,22.261,1.101,79.934,0.599,0.146
FR002884,1559.672,646.444,155.718,19.106,3.34,67.472,0.669,0.159
FR002885,1397.136,755.122,356.085,8.962,24.71,20.567,0.567,0.209
FR002886,1397.136,662.132,157.674,9.551,24.729,22.359,0.621,0.216
FR002887,1397.136,665.275,161.44,9.466,24.983,21.941,0.631,0.217
FR002888,1559.672,548.97,93.803,12.277,18.766,35.508,0.622,0.196
FR002889,1559.672,539.05,73.056,12.211,18.768,35.187,0.633,0.197
FR002890,1559.672,536.524,73.056,12.197,18.806,35.145,0.637,0.197
FR002891,884.805,559.929,160.829,11.574,18.134,28.664,0.748,0.118
FR002892,680.971,261.982,76.535,9.594,24.77,26.115,0.612,0.166
FR002893,1559.672,370.084,2.763,9.427,29.242,23.524,0.598,0.184
FR002894,549.234,242.291,110.672,5.536,33.321,3.922,0.562,0.076
FR002895,1041.83,635.877,270.947,13.479,8.992,41.541,0.641,0.149
FR002896,1041.83,583.802,222.704,14.017,8.457,44.069,0.657,0.146
FR002897,1123.683,672.408,305.84,17.896,3.388,62.407,0.716,0.074
FR002898,1123.683,580.962,207.996,18.296,2.702,64.672,0.668,0.152
FR002899,1123.683,575.957,192.138,18.212,2.817,64.306,0.637,0.165
FR002900,1045.577,567.838,286.02,15.152,2.843,51.689,0.574,0.096
FR002901,1109.404,566.04,174.053,16.123,3.159,56.231,0.626,0.117
FR002902,807.936,591.838,372.17,10.22,6.074,18.105,0.571,0.0
FR002903,807.936,428.418,119.831,11.332,9.878,27.735,0.631,0.062
FR002904,759.838,559.095,292.726,12.857,4.256,32.851,0.585,0.0
FR002905,1123.683,469.701,18.108,14.053,8.518,44.048,0.548,0.156
FR002906,684.482,361.412,146.557,12.817,5.602,36.789,0.451,0.0
FR002907,699.493,355.758,161.701,11.22,6.175,27.47,0.577,0.0
FR002908,1123.683,485.931,36.845,14.425,7.596,45.853,0.554,0.154
FR002909,1123.683,486.007,38.268,14.426,7.596,45.86,0.554,0.154
FR002910,1123.683,440.864,7.57,13.234,12.152,40.674,0.619,0.159
FR002911,1123.683,404.703,7.57,12.176,17.476,36.501,0.557,0.164
FR002912,44.263,7.243,-4.101,1.645,84.601,0.0,0.724,0.0
FR002913,621.449,162.077,66.239,6.308,37.264,9.219,0.594,0.11
FR002914,621.449,144.239,37.813,5.789,38.187,7.117,0.6,0.171
FR002915,621.449,165.247,68.308,6.428,37.052,9.704,0.607,0.1
FR002916,621.449,131.043,18.716,5.429,39.894,5.903,0.551,0.184
FR002917,621.449,120.287,7.73,4.988,44.722,5.105,0.542,0.183
FR002918,957.848,331.012,113.268,11.852,20.344,36.204,0.592,0.119
FR002919,957.848,426.533,156.557,16.248,4.832,56.699,0.813,0.045
FR002920,511.91,237.779,145.398,6.418,41.9,11.855,0.693,0.091
FR002921,957.848,423.578,173.042,16.767,1.634,58.023,0.724,0.02
FR002922,957.848,270.092,77.718,8.83,27.632,20.742,0.788,0.177
FR002923,362.829,135.551,74.574,3.309,64.051,1.154,0.569,0.08
FR002924,362.829,135.565,74.574,3.303,64.077,1.125,0.569,0.078
FR002925,957.848,181.748,27.341,6.198,42.062,10.372,0.784,0.18
FR002926,957.848,155.789,14.265,5.467,46.329,7.994,0.719,0.179
FR002927,957.848,151.487,7.369,5.338,47.568,7.71,0.671,0.183
FR002928,214.359,45.428,-5.682,1.535,83.81,0.167,0.799,0.179
FR002929,207.904,72.807,47.249,0.949,92.542,0.041,0.477,0.138
FR002930,214.359,97.47,36.305,2.789,62.376,0.058,0.695,0.064
FR002931,214.359,86.488,25.855,2.089,73.543,0.031,0.641,0.116
FR002932,214.359,85.969,24.589,2.075,73.778,0.03,0.642,0.122
FR002933,214.359,83.488,22.793,1.985,75.629,0.028,0.636,0.118
FR002934,214.359,70.593,2.888,2.126,75.311,0.317,0.622,0.136
FR002935,214.359,75.393,10.923,1.96,76.225,0.02,0.613,0.116
FR002936,214.359,70.198,2.81,2.115,75.463,0.315,0.624,0.136
FR002937,7.784,1.834,-2.07,0.695,100.0,0.0,0.752,0.0
FR002938,994.771,360.99,219.4,5.826,45.549,8.987,0.721,0.084
FR002939,1015.36,342.426,173.653,6.074,37.722,7.921,0.72,0.097
FR002940,265.352,203.194,166.542,4.931,33.896,0.0,0.696,0.0
FR002941,767.611,276.274,125.811,6.022,28.214,4.431,0.537,0.159
FR002942,767.611,272.282,121.983,5.948,28.774,4.279,0.527,0.167
FR002943,1015.36,311.039,97.141,6.226,35.342,8.132,0.618,0.139
FR002944,1015.36,282.99,4.393,5.919,37.023,7.182,0.521,0.162
FR002945,1015.36,285.437,9.656,5.969,36.444,7.247,0.534,0.161
FR002946,1015.36,301.452,86.555,6.031,36.258,7.531,0.615,0.141
FR002947,284.314,234.442,213.733,3.372,50.815,0.0,0.631,0.0
FR002948,502.471,274.198,93.733,3.365,54.862,0.123,0.512,0.233
FR002949,502.471,274.198,93.733,3.365,54.862,0.123,0.512,0.233
FR002950,502.471,202.581,23.69,3.248,58.826,0.548,0.545,0.208
FR002951,502.471,203.521,23.69,3.239,59.001,0.536,0.539,0.207
FR002952,286.363,131.01,7.72,4.504,48.211,2.437,0.637,0.141
FR002953,244.818,161.357,90.325,4.106,43.684,0.0,0.517,0.0
FR002954,261.247,165.623,72.567,3.964,47.039,0.1,0.645,0.0
FR002955,32.67,20.778,4.582,0.537,99.89,0.0,0.633,0.043
FR002956,388.384,183.343,64.325,8.45,17.636,15.765,0.57,0.0
FR002957,331.78,199.151,92.316,7.238,10.952,2.103,0.565,0.0
FR002958,377.711,169.899,17.429,6.615,22.314,3.888,0.644,0.041
FR002959,377.711,227.234,120.149,8.842,9.854,13.035,0.699,0.0
FR002960,56.682,34.165,4.024,0.538,98.914,0.0,0.409,0.231
FR002961,55.591,44.297,31.154,0.491,99.563,0.0,0.835,0.0
FR002962,1125.057,545.944,255.328,11.82,12.511,29.3,0.625,0.054
FR002963,549.999,345.622,223.635,12.347,3.188,29.977,0.803,0.0
FR002964,1125.057,361.117,14.992,10.698,17.131,27.444,0.698,0.141
FR002965,1125.057,408.174,95.177,11.096,15.664,28.878,0.912,0.136
FR002966,1030.743,614.744,260.413,22.261,0.606,79.428,0.594,0.0
FR002967,1125.057,363.874,16.324,10.688,16.966,27.324,0.705,0.141
FR002968,811.788,446.212,19.245,9.448,10.682,16.488,0.617,0.222
FR002969,780.423,435.082,108.127,11.493,12.128,28.008,0.573,0.0
FR002970,83.097,31.822,-0.734,4.369,30.957,0.232,0.666,0.0
FR002971,1136.68,584.561,300.35,11.72,13.174,31.732,0.776,0.165
